Category,City,Country,Customer ID,Customer Name,Market,Order Date,Order ID,Order Priority,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Year (OrderDate),Discount,Number of Records,Profit,Quantity,Sales,Shipping Cost
Furniture,Gujranwala,Pakistan,SC-202301,Scot Coram,APAC,12/2/2015,ID-2014-70290,High,FUR-FU-10004778,"Deflect-O Light Bulb, Duo Pack",Central Asia,28071,Corporate,12/4/2015,Second Class,Punjab,Furnishings,2015,0.2,1,-4.59,3,45.72,8.54
Office Supplies,Gujranwala,Pakistan,SC-202301,Scot Coram,APAC,12/2/2015,ID-2014-70290,High,OFF-LA-10001731,"Avery Removable Labels, Alphabetical",Central Asia,28072,Corporate,12/4/2015,Second Class,Punjab,Labels,2015,0.5,1,-6.36,2,10.56,1.62
Office Supplies,Gujranwala,Pakistan,SC-202301,Scot Coram,APAC,12/2/2015,ID-2014-70290,High,OFF-PA-10004260,"Xerox Memo Slips, Recycled",Central Asia,28073,Corporate,12/4/2015,Second Class,Punjab,Paper,2015,0.5,1,-3.54,2,13.44,1.58
Office Supplies,Lahore,Pakistan,SM-203201,Sean Miller,APAC,12/10/2015,ID-2014-66818,High,OFF-ST-10001567,"Smead File Cart, Single Width",Central Asia,29999,Home Office,12/12/2015,Second Class,Punjab,Storage,2015,0.5,1,-20.55,2,128.43,14.59
Furniture,Lahore,Pakistan,CA-120551,Cathy Armstrong,APAC,12/18/2015,ID-2014-67847,Medium,FUR-CH-10001756,"Novimex Bag Chairs, Adjustable",Central Asia,21816,Home Office,12/22/2015,Standard Class,Punjab,Chairs,2015,0.2,1,44.52,4,155.04,10.79
Office Supplies,Lahore,Pakistan,CA-120551,Cathy Armstrong,APAC,12/18/2015,ID-2014-67847,Medium,OFF-AR-10004138,"Stanley Pens, Easy-Erase",Central Asia,21815,Home Office,12/22/2015,Standard Class,Punjab,Art,2015,0.5,1,-6.24,4,20.64,1.23
Office Supplies,Bacolod City,Philippines,AA-103151,Alex Avila,APAC,1/7/2015,ID-2014-65824,Medium,OFF-LA-10001312,"Hon File Folder Labels, Laser Printer Compatible",Southeast Asia,27029,Consumer,1/11/2015,Standard Class,Western Visayas,Labels,2015,0.45,1,-10.44,5,23.76,2.84
Technology,Bacolod City,Philippines,AA-103151,Alex Avila,APAC,1/7/2015,ID-2014-65824,Medium,TEC-MA-10003170,"Konica Calculator, Wireless",Southeast Asia,27030,Consumer,1/11/2015,Standard Class,Western Visayas,Machines,2015,0.25,1,35.6175,3,116.1675,10.44
Furniture,Manila,Philippines,JC-153401,Jasper Cacioppo,APAC,1/8/2015,ID-2014-35269,Critical,FUR-BO-10001216,"Sauder 3-Shelf Cabinet, Mobile",Southeast Asia,26694,Consumer,1/8/2015,Same Day,National Capital,Bookcases,2015,0.35,1,59.22,7,769.86,87.47
Furniture,Manila,Philippines,JC-153401,Jasper Cacioppo,APAC,1/8/2015,ID-2014-35269,Critical,FUR-FU-10004704,"Deflect-O Door Stop, Black",Southeast Asia,26692,Consumer,1/8/2015,Same Day,National Capital,Furnishings,2015,0.25,1,-0.0225,3,98.8875,18.81
Technology,Manila,Philippines,JC-153401,Jasper Cacioppo,APAC,1/8/2015,ID-2014-35269,Critical,TEC-CO-10004170,"HP Wireless Fax, High-Speed",Southeast Asia,26693,Consumer,1/8/2015,Same Day,National Capital,Copiers,2015,0.35,1,-32.2605,3,698.8995,140.77
Furniture,Manila,Philippines,BT-113051,Beth Thompson,APAC,1/9/2015,ID-2014-31125,Medium,FUR-CH-10000027,"SAFCO Executive Leather Armchair, Black",Southeast Asia,22240,Home Office,1/14/2015,Standard Class,National Capital,Chairs,2015,0.25,1,-165.24,3,1032.75,41.47
Furniture,Manila,Philippines,BT-113051,Beth Thompson,APAC,1/9/2015,ID-2014-31125,Medium,FUR-FU-10002598,"Tenex Photo Frame, Durable",Southeast Asia,22238,Home Office,1/14/2015,Standard Class,National Capital,Furnishings,2015,0.25,1,16.605,2,73.305,5.95
Office Supplies,Manila,Philippines,BT-113051,Beth Thompson,APAC,1/9/2015,ID-2014-31125,Medium,OFF-AR-10000539,"Boston Markers, Easy-Erase",Southeast Asia,22241,Home Office,1/14/2015,Standard Class,National Capital,Art,2015,0.45,1,-40.512,4,58.608,3.26
Office Supplies,Manila,Philippines,BT-113051,Beth Thompson,APAC,1/9/2015,ID-2014-31125,Medium,OFF-AR-10004780,"Stanley Markers, Blue",Southeast Asia,22239,Home Office,1/14/2015,Standard Class,National Capital,Art,2015,0.45,1,1.98,3,36.63,1.94
Office Supplies,Manila,Philippines,BT-113051,Beth Thompson,APAC,1/9/2015,ID-2014-31125,Medium,OFF-FA-10002175,"OIC Push Pins, Assorted Sizes",Southeast Asia,22242,Home Office,1/14/2015,Standard Class,National Capital,Fasteners,2015,0.45,1,1.596,7,47.586,4.18
Office Supplies,Manila,Philippines,BT-113051,Beth Thompson,APAC,1/9/2015,ID-2014-31125,Medium,OFF-FA-10001187,"Stockwell Paper Clips, Bulk Pack",Southeast Asia,22237,Home Office,1/14/2015,Standard Class,National Capital,Fasteners,2015,0.45,1,-4.527,3,22.473,2.26
Office Supplies,Manila,Philippines,JE-157451,Joel Eaton,APAC,1/11/2015,ID-2014-52475,High,OFF-FA-10000577,"Stockwell Push Pins, 12 Pack",Southeast Asia,29950,Consumer,1/16/2015,Standard Class,National Capital,Fasteners,2015,0.45,1,0.6555,1,7.3755,0.7
Office Supplies,Manila,Philippines,JE-157451,Joel Eaton,APAC,1/11/2015,ID-2014-52475,High,OFF-LA-10003379,"Smead Color Coded Labels, Laser Printer Compatible",Southeast Asia,29948,Consumer,1/16/2015,Standard Class,National Capital,Labels,2015,0.45,1,-10.485,2,14.355,2.38
Office Supplies,Manila,Philippines,JE-157451,Joel Eaton,APAC,1/11/2015,ID-2014-52475,High,OFF-SU-10002448,"Stiletto Trimmer, High Speed",Southeast Asia,29949,Consumer,1/16/2015,Standard Class,National Capital,Supplies,2015,0.45,1,-55.6875,5,117.5625,14.75
Office Supplies,Manila,Philippines,JS-160301,Joy Smith,APAC,1/13/2015,ID-2014-29914,Medium,OFF-FA-10001925,"Advantus Staples, 12 Pack",Southeast Asia,20652,Consumer,1/18/2015,Standard Class,National Capital,Fasteners,2015,0.45,1,-4.161,2,11.319,0.5
Office Supplies,Manila,Philippines,EM-138251,Elizabeth Moffitt,APAC,1/15/2015,ID-2014-12428,Medium,OFF-AR-10002256,"BIC Sketch Pad, Easy-Erase",Southeast Asia,27393,Corporate,1/19/2015,Standard Class,National Capital,Art,2015,0.45,1,-28.437,2,53.823,4.92
Office Supplies,Manila,Philippines,EM-138251,Elizabeth Moffitt,APAC,1/15/2015,ID-2014-12428,Medium,OFF-ST-10003334,"Smead Trays, Wire Frame",Southeast Asia,27394,Corporate,1/19/2015,Standard Class,National Capital,Storage,2015,0.45,1,-25.695,2,52.305,4.31
Furniture,Caloocan,Philippines,SP-206201,Stefania Perrino,APAC,1/15/2015,IN-2014-35227,High,FUR-FU-10000482,"Eldon Photo Frame, Duo Pack",Southeast Asia,27499,Corporate,1/15/2015,Same Day,National Capital,Furnishings,2015,0.25,1,8.0325,7,305.3925,67.43
Office Supplies,Manila,Philippines,MM-180551,Michelle Moray,APAC,1/20/2015,ID-2014-24125,Medium,OFF-FA-10003437,"Accos Clamps, Bulk Pack",Southeast Asia,29160,Consumer,1/22/2015,Second Class,National Capital,Fasteners,2015,0.45,1,-14.004,4,42.636,5.95
Furniture,Taytay,Philippines,DK-130901,Dave Kipp,APAC,1/22/2015,ID-2014-35122,Medium,FUR-CH-10001322,"Harbour Creations Executive Leather Armchair, Adjustable",Southeast Asia,20865,Consumer,1/26/2015,Standard Class,Calabarzon,Chairs,2015,0.25,1,-57.18,4,1428.3,50.47
Furniture,Taytay,Philippines,DK-130901,Dave Kipp,APAC,1/22/2015,ID-2014-35122,Medium,FUR-TA-10003078,"Hon Training Table, Fully Assembled",Southeast Asia,20864,Consumer,1/26/2015,Standard Class,Calabarzon,Tables,2015,0.55,1,-150.4305,3,451.1295,49.09
Furniture,Manila,Philippines,CM-124451,Chuck Magee,APAC,1/22/2015,IN-2014-21619,Medium,FUR-BO-10000895,"Sauder Stackable Bookrack, Pine",Southeast Asia,22704,Consumer,1/27/2015,Standard Class,National Capital,Bookcases,2015,0.35,1,26.766,6,582.426,31.41
Office Supplies,Manila,Philippines,CM-124451,Chuck Magee,APAC,1/22/2015,IN-2014-21619,Medium,OFF-BI-10004454,"Cardinal Binder Covers, Clear",Southeast Asia,22703,Consumer,1/27/2015,Standard Class,National Capital,Binders,2015,0.15,1,16.605,5,48.705,4.88
Office Supplies,Manila,Philippines,CM-124451,Chuck Magee,APAC,1/22/2015,IN-2014-21619,Medium,OFF-FA-10001621,"Accos Rubber Bands, 12 Pack",Southeast Asia,22705,Consumer,1/27/2015,Standard Class,National Capital,Fasteners,2015,0.45,1,-14.5485,3,26.5815,1.98
Furniture,Manila,Philippines,MF-182501,Monica Federle,APAC,2/4/2015,ID-2014-68099,Medium,FUR-BO-10004806,"Safco Corner Shelving, Traditional",Southeast Asia,23177,Corporate,2/7/2015,First Class,National Capital,Bookcases,2015,0.35,1,26.874,6,582.894,45.01
Furniture,Manila,Philippines,MF-182501,Monica Federle,APAC,2/4/2015,ID-2014-68099,Medium,FUR-CH-10001322,"Harbour Creations Executive Leather Armchair, Adjustable",Southeast Asia,23182,Corporate,2/7/2015,First Class,National Capital,Chairs,2015,0.25,1,-28.59,2,714.15,175.43
Office Supplies,Manila,Philippines,MF-182501,Monica Federle,APAC,2/4/2015,ID-2014-68099,Medium,OFF-AR-10000681,"Binney & Smith Sketch Pad, Water Color",Southeast Asia,23176,Corporate,2/7/2015,First Class,National Capital,Art,2015,0.45,1,-30.69,2,54.45,8.57
Office Supplies,Manila,Philippines,MF-182501,Monica Federle,APAC,2/4/2015,ID-2014-68099,Medium,OFF-BI-10002558,"Cardinal Binder Covers, Economy",Southeast Asia,23181,Corporate,2/7/2015,First Class,National Capital,Binders,2015,0.15,1,-1.8,3,30.6,4.75
Office Supplies,Manila,Philippines,MF-182501,Monica Federle,APAC,2/4/2015,ID-2014-68099,Medium,OFF-SU-10003559,"Kleencut Ruler, Steel",Southeast Asia,23180,Corporate,2/7/2015,First Class,National Capital,Supplies,2015,0.45,1,-15.66,5,35.64,4.36
Technology,Manila,Philippines,MF-182501,Monica Federle,APAC,2/4/2015,ID-2014-68099,Medium,TEC-AC-10002482,"Logitech Mouse, Ergonomic",Southeast Asia,23178,Corporate,2/7/2015,First Class,National Capital,Accessories,2015,0.45,1,-71.523,6,89.397,1.78
Technology,Manila,Philippines,MF-182501,Monica Federle,APAC,2/4/2015,ID-2014-68099,Medium,TEC-PH-10003794,"Nokia Smart Phone, Full Size",Southeast Asia,23179,Corporate,2/7/2015,First Class,National Capital,Phones,2015,0.25,1,-153.015,2,956.025,136.9
Furniture,Manila,Philippines,KB-164051,Katrina Bavinger,APAC,2/13/2015,IN-2014-35297,Medium,FUR-BO-10002423,"Safco Floating Shelf Set, Mobile",Southeast Asia,25873,Home Office,2/14/2015,First Class,National Capital,Bookcases,2015,0.35,1,-23.922,2,259.038,28.99
Furniture,Manila,Philippines,KB-164051,Katrina Bavinger,APAC,2/13/2015,IN-2014-35297,Medium,FUR-CH-10003616,"Novimex Executive Leather Armchair, Adjustable",Southeast Asia,25872,Home Office,2/14/2015,First Class,National Capital,Chairs,2015,0.25,1,414.3,5,1726.65,87.23
Furniture,Manila,Philippines,TB-214001,Tom Boeckenhauer,APAC,2/14/2015,IN-2014-54547,Medium,FUR-CH-10003551,"Hon Swivel Stool, Black",Southeast Asia,23414,Consumer,2/19/2015,Standard Class,National Capital,Chairs,2015,0.25,1,185.325,5,604.575,39.57
Furniture,Manila,Philippines,TB-214001,Tom Boeckenhauer,APAC,2/14/2015,IN-2014-54547,Medium,FUR-CH-10002250,"Office Star Executive Leather Armchair, Black",Southeast Asia,23413,Consumer,2/19/2015,Standard Class,National Capital,Chairs,2015,0.25,1,308.4975,3,1051.7175,103.58
Furniture,Manila,Philippines,TB-214001,Tom Boeckenhauer,APAC,2/14/2015,IN-2014-54547,Medium,FUR-FU-10003052,"Advantus Photo Frame, Duo Pack",Southeast Asia,23412,Consumer,2/19/2015,Standard Class,National Capital,Furnishings,2015,0.25,1,13.74,2,79.56,5.1
Office Supplies,Manila,Philippines,TB-214001,Tom Boeckenhauer,APAC,2/14/2015,IN-2014-54547,Medium,OFF-AR-10000539,"Boston Markers, Easy-Erase",Southeast Asia,23415,Consumer,2/19/2015,Standard Class,National Capital,Art,2015,0.45,1,-60.768,6,87.912,4.55
Office Supplies,Manila,Philippines,TB-214001,Tom Boeckenhauer,APAC,2/14/2015,IN-2014-54547,Medium,OFF-BI-10000721,"Ibico Binder Covers, Recycled",Southeast Asia,23416,Consumer,2/19/2015,Standard Class,National Capital,Binders,2015,0.15,1,-3.123,2,23.817,2.19
Furniture,Bacolod City,Philippines,KH-165101,Keith Herrera,APAC,2/17/2015,ID-2014-74238,High,FUR-CH-10001207,"Hon Executive Leather Armchair, Red",Southeast Asia,24438,Consumer,2/18/2015,First Class,Western Visayas,Chairs,2015,0.25,1,-45.9675,1,344.5425,81.81
Furniture,Bacolod City,Philippines,KH-165101,Keith Herrera,APAC,2/17/2015,ID-2014-74238,High,FUR-CH-10002573,"Office Star Executive Leather Armchair, Adjustable",Southeast Asia,24435,Consumer,2/18/2015,First Class,Western Visayas,Chairs,2015,0.25,1,-111.6,3,1046.25,289.32
Office Supplies,Bacolod City,Philippines,KH-165101,Keith Herrera,APAC,2/17/2015,ID-2014-74238,High,OFF-BI-10001867,"Acco Binder Covers, Recycled",Southeast Asia,24434,Consumer,2/18/2015,First Class,Western Visayas,Binders,2015,0.15,1,9.192,4,46.512,11.27
Office Supplies,Bacolod City,Philippines,KH-165101,Keith Herrera,APAC,2/17/2015,ID-2014-74238,High,OFF-BI-10002243,"Wilson Jones 3-Hole Punch, Durable",Southeast Asia,24436,Consumer,2/18/2015,First Class,Western Visayas,Binders,2015,0.15,1,8.2365,1,25.0665,0.68
Office Supplies,Bacolod City,Philippines,KH-165101,Keith Herrera,APAC,2/17/2015,ID-2014-74238,High,OFF-ST-10000103,"Smead Lockers, Industrial",Southeast Asia,24437,Consumer,2/18/2015,First Class,Western Visayas,Storage,2015,0.45,1,-123.33,2,218.79,27.89
Office Supplies,Bacolod City,Philippines,KH-165101,Keith Herrera,APAC,2/17/2015,ID-2014-74238,High,OFF-SU-10003717,"Stiletto Ruler, Serrated",Southeast Asia,24433,Consumer,2/18/2015,First Class,Western Visayas,Supplies,2015,0.45,1,-22.005,5,31.845,6.27
Furniture,Bacolod City,Philippines,CM-121601,Charles McCrossin,APAC,2/18/2015,IN-2014-48121,High,FUR-FU-10004158,"Deflect-O Frame, Black",Southeast Asia,25192,Consumer,2/20/2015,First Class,Western Visayas,Furnishings,2015,0.25,1,79.2,6,495.18,62.96
Office Supplies,Bacolod City,Philippines,CM-121601,Charles McCrossin,APAC,2/18/2015,IN-2014-48121,High,OFF-LA-10002630,"Novimex Legal Exhibit Labels, Laser Printer Compatible",Southeast Asia,25193,Consumer,2/20/2015,First Class,Western Visayas,Labels,2015,0.45,1,-6.303,2,11.517,2.79
Office Supplies,Bacolod City,Philippines,CM-121601,Charles McCrossin,APAC,2/18/2015,IN-2014-48121,High,OFF-ST-10003810,"Tenex Box, Single Width",Southeast Asia,25196,Consumer,2/20/2015,First Class,Western Visayas,Storage,2015,0.45,1,-5.0355,3,27.2745,5.96
Technology,Bacolod City,Philippines,CM-121601,Charles McCrossin,APAC,2/18/2015,IN-2014-48121,High,TEC-AC-10001500,"Logitech Memory Card, Ergonomic",Southeast Asia,25197,Consumer,2/20/2015,First Class,Western Visayas,Accessories,2015,0.45,1,-157.902,4,222.618,23.81
Technology,Bacolod City,Philippines,CM-121601,Charles McCrossin,APAC,2/18/2015,IN-2014-48121,High,TEC-MA-10004613,"Okidata Phone, White",Southeast Asia,25195,Consumer,2/20/2015,First Class,Western Visayas,Machines,2015,0.25,1,28.95,2,127.89,21.1
Technology,Bacolod City,Philippines,CM-121601,Charles McCrossin,APAC,2/18/2015,IN-2014-48121,High,TEC-PH-10000497,"Nokia Office Telephone, Cordless",Southeast Asia,25194,Consumer,2/20/2015,First Class,Western Visayas,Phones,2015,0.25,1,13.59,2,101.97,15.99
Furniture,Valenzuela,Philippines,LP-170951,Liz Preis,APAC,2/21/2015,IN-2014-66349,Medium,FUR-CH-10002412,"Hon Bag Chairs, Black",Southeast Asia,26082,Consumer,2/27/2015,Standard Class,National Capital,Chairs,2015,0.25,1,-123.12,12,384.48,22.65
Technology,Valenzuela,Philippines,LP-170951,Liz Preis,APAC,2/21/2015,IN-2014-66349,Medium,TEC-MA-10004423,"StarTech Card Printer, White",Southeast Asia,26081,Consumer,2/27/2015,Standard Class,National Capital,Machines,2015,0.25,1,67.9275,3,364.2975,22.05
Office Supplies,Antipolo,Philippines,RB-197051,Roger Barcio,APAC,2/24/2015,ID-2014-37131,High,OFF-LA-10003379,"Smead Color Coded Labels, Laser Printer Compatible",Southeast Asia,23886,Home Office,2/28/2015,Standard Class,Calabarzon,Labels,2015,0.45,1,-10.485,2,14.355,1
Technology,Antipolo,Philippines,RB-197051,Roger Barcio,APAC,2/24/2015,ID-2014-37131,High,TEC-CO-10001674,"Sharp Personal Copier, Color",Southeast Asia,23887,Home Office,2/28/2015,Standard Class,Calabarzon,Copiers,2015,0.35,1,7.272,2,157.872,20.05
Technology,Manila,Philippines,MO-178001,Meg O'Connel,APAC,2/28/2015,ID-2014-33638,Medium,TEC-CO-10002316,"Brother Personal Copier, Laser",Southeast Asia,24863,Home Office,3/5/2015,Standard Class,National Capital,Copiers,2015,0.35,1,-114.492,8,743.028,55.15
Office Supplies,Manila,Philippines,NG-183551,Nat Gilpin,APAC,3/2/2015,ID-2014-41156,High,OFF-FA-10004606,"Stockwell Staples, 12 Pack",Southeast Asia,23375,Corporate,3/6/2015,Standard Class,National Capital,Fasteners,2015,0.45,1,-8.187,2,11.253,1.83
Office Supplies,San Jose del Monte,Philippines,PO-191801,Philisse Overcash,APAC,3/4/2015,ID-2014-69233,Medium,OFF-BI-10004436,"Acco Hole Reinforcements, Recycled",Southeast Asia,24671,Home Office,3/9/2015,Second Class,Central Luzon,Binders,2015,0.15,1,-1.866,2,11.934,0.89
Office Supplies,San Jose del Monte,Philippines,PO-191801,Philisse Overcash,APAC,3/4/2015,ID-2014-69233,Medium,OFF-ST-10002834,"Smead File Cart, Single Width",Southeast Asia,24669,Home Office,3/9/2015,Second Class,Central Luzon,Storage,2015,0.45,1,-30.936,1,70.884,3.84
Technology,San Jose del Monte,Philippines,PO-191801,Philisse Overcash,APAC,3/4/2015,ID-2014-69233,Medium,TEC-CO-10003250,"Brother Personal Copier, Digital",Southeast Asia,24670,Home Office,3/9/2015,Second Class,Central Luzon,Copiers,2015,0.35,1,-35.6775,5,463.2225,11.39
Technology,San Jose del Monte,Philippines,PO-191801,Philisse Overcash,APAC,3/4/2015,ID-2014-69233,Medium,TEC-CO-10000794,"Hewlett Wireless Fax, High-Speed",Southeast Asia,24672,Home Office,3/9/2015,Second Class,Central Luzon,Copiers,2015,0.35,1,226.962,12,2951.442,28.78
Furniture,Manila,Philippines,JF-154151,Jennifer Ferguson,APAC,3/4/2015,ID-2014-52797,Low,FUR-CH-10002209,"Novimex Chairmat, Red",Southeast Asia,29833,Consumer,3/10/2015,Standard Class,National Capital,Chairs,2015,0.25,1,1.665,1,42.255,6.5
Office Supplies,Manila,Philippines,JF-154151,Jennifer Ferguson,APAC,3/4/2015,ID-2014-52797,Low,OFF-BI-10004224,"Avery Index Tab, Durable",Southeast Asia,29832,Consumer,3/10/2015,Standard Class,National Capital,Binders,2015,0.15,1,0.7695,3,17.0595,2.04
Office Supplies,Manila,Philippines,JF-154151,Jennifer Ferguson,APAC,3/4/2015,ID-2014-52797,Low,OFF-ST-10004228,"Tenex Shelving, Industrial",Southeast Asia,29831,Consumer,3/10/2015,Standard Class,National Capital,Storage,2015,0.45,1,-23.229,3,90.981,18.23
Technology,Manila,Philippines,BE-114551,Brad Eason,APAC,3/14/2015,ID-2014-76856,Medium,TEC-AC-10004252,"SanDisk Mouse, Bluetooth",Southeast Asia,21804,Home Office,3/19/2015,Standard Class,National Capital,Accessories,2015,0.45,1,-16.8795,1,21.0705,1.07
Furniture,Makati,Philippines,NR-185501,Nick Radford,APAC,3/15/2015,ID-2014-18665,Medium,FUR-BO-10004161,"Bush Corner Shelving, Mobile",Southeast Asia,29683,Consumer,3/21/2015,Standard Class,National Capital,Bookcases,2015,0.35,1,-125.2755,3,246.6945,24.69
Furniture,Makati,Philippines,NR-185501,Nick Radford,APAC,3/15/2015,ID-2014-18665,Medium,FUR-CH-10004312,"Hon Bag Chairs, Set of Two",Southeast Asia,29682,Consumer,3/21/2015,Standard Class,National Capital,Chairs,2015,0.25,1,-5.76,12,426.6,25.44
Office Supplies,Makati,Philippines,NR-185501,Nick Radford,APAC,3/15/2015,ID-2014-18665,Medium,OFF-BI-10000328,"Acco Binding Machine, Clear",Southeast Asia,29684,Consumer,3/21/2015,Standard Class,National Capital,Binders,2015,0.15,1,30.2625,3,128.9025,10.85
Office Supplies,Manila,Philippines,DW-134801,Dianna Wilson,APAC,3/20/2015,ID-2014-14892,High,OFF-EN-10000539,"Ames Clasp Envelope, with clear poly window",Southeast Asia,25437,Home Office,3/23/2015,Second Class,National Capital,Envelopes,2015,0.45,1,-13.869,3,17.721,1.99
Furniture,Marikina,Philippines,BD-117251,Bruce Degenhardt,APAC,3/22/2015,ID-2014-62744,High,FUR-FU-10002362,"Advantus Door Stop, Black",Southeast Asia,28306,Consumer,3/24/2015,Second Class,National Capital,Furnishings,2015,0.25,1,35.9625,5,168.8625,16.09
Office Supplies,Marikina,Philippines,BD-117251,Bruce Degenhardt,APAC,3/22/2015,ID-2014-62744,High,OFF-EN-10001627,"Cameo Interoffice Envelope, with clear poly window",Southeast Asia,28305,Consumer,3/24/2015,Second Class,National Capital,Envelopes,2015,0.45,1,-33.693,2,56.067,4.6
Office Supplies,Bacoor,Philippines,LR-170351,Lisa Ryan,APAC,3/24/2015,ID-2014-51467,Medium,OFF-AR-10002417,"Boston Sketch Pad, Water Color",Southeast Asia,24832,Corporate,3/30/2015,Standard Class,Calabarzon,Art,2015,0.45,1,-17.631,1,28.479,1.97
Office Supplies,Bacoor,Philippines,LR-170351,Lisa Ryan,APAC,3/24/2015,ID-2014-51467,Medium,OFF-PA-10003943,"Green Bar Computer Printout Paper, Multicolor",Southeast Asia,24833,Corporate,3/30/2015,Standard Class,Calabarzon,Paper,2015,0.45,1,-7.1865,1,17.1435,1.36
Office Supplies,Manila,Philippines,DB-136601,Duane Benoit,APAC,3/26/2015,IN-2014-63192,High,OFF-SU-10004008,"Kleencut Letter Opener, Steel",Southeast Asia,26265,Consumer,3/26/2015,Same Day,National Capital,Supplies,2015,0.45,1,2.376,2,26.136,3.65
Office Supplies,Manila,Philippines,LA-167801,Laura Armstrong,APAC,4/1/2015,IN-2014-15956,Medium,OFF-BI-10000305,"Wilson Jones Index Tab, Durable",Southeast Asia,21629,Corporate,4/7/2015,Standard Class,National Capital,Binders,2015,0.15,1,1.0875,5,33.7875,1.2
Furniture,Valenzuela,Philippines,BT-114851,Brad Thomas,APAC,4/7/2015,ID-2014-45104,Medium,FUR-CH-10000187,"Hon Chairmat, Red",Southeast Asia,27308,Home Office,4/11/2015,Standard Class,National Capital,Chairs,2015,0.25,1,-0.1125,5,208.2375,10.99
Office Supplies,Valenzuela,Philippines,BT-114851,Brad Thomas,APAC,4/7/2015,ID-2014-45104,Medium,OFF-EN-10000387,"Kraft Clasp Envelope, Recycled",Southeast Asia,27309,Home Office,4/11/2015,Standard Class,National Capital,Envelopes,2015,0.45,1,-1.68,7,30.03,2.23
Office Supplies,Manila,Philippines,JK-157301,Joe Kamberova,APAC,4/16/2015,ID-2014-15186,Medium,OFF-EN-10000615,"Jiffy Mailers, Security-Tint",Southeast Asia,24388,Consumer,4/23/2015,Standard Class,National Capital,Envelopes,2015,0.45,1,-39.1995,3,65.2905,2.55
Technology,Manila,Philippines,JK-157301,Joe Kamberova,APAC,4/16/2015,ID-2014-15186,Medium,TEC-PH-10002991,"Apple Smart Phone, Full Size",Southeast Asia,24389,Consumer,4/23/2015,Standard Class,National Capital,Phones,2015,0.25,1,-343.5975,3,1431.4725,109.86
Furniture,Manila,Philippines,HZ-149501,Henia Zydlo,APAC,4/18/2015,ID-2014-10356,Medium,FUR-TA-10003055,"Lesro Round Table, Fully Assembled",Southeast Asia,22033,Consumer,4/22/2015,Standard Class,National Capital,Tables,2015,0.55,1,-81.702,3,612.198,40.47
Office Supplies,Manila,Philippines,HZ-149501,Henia Zydlo,APAC,4/18/2015,ID-2014-10356,Medium,OFF-AP-10000487,"Hoover Stove, Silver",Southeast Asia,22032,Consumer,4/22/2015,Standard Class,National Capital,Appliances,2015,0.15,1,-256.149,3,1451.511,58.77
Technology,Manila,Philippines,HZ-149501,Henia Zydlo,APAC,4/18/2015,ID-2014-10356,Medium,TEC-CO-10000129,"Brother Fax and Copier, Color",Southeast Asia,22034,Consumer,4/22/2015,Standard Class,National Capital,Copiers,2015,0.35,1,-25.1055,1,125.4045,6.85
Office Supplies,Manila,Philippines,SV-209351,Susan Vittorini,APAC,4/24/2015,ID-2014-33134,Medium,OFF-BI-10003806,"Avery Index Tab, Clear",Southeast Asia,26785,Consumer,4/29/2015,Standard Class,National Capital,Binders,2015,0.15,1,4.161,2,10.761,1.09
Office Supplies,Manila,Philippines,SV-209351,Susan Vittorini,APAC,4/24/2015,ID-2014-33134,Medium,OFF-BI-10003367,"Wilson Jones Binder, Recycled",Southeast Asia,26784,Consumer,4/29/2015,Standard Class,National Capital,Binders,2015,0.15,1,15.492,4,45.492,3.46
Office Supplies,Manila,Philippines,SV-209351,Susan Vittorini,APAC,4/24/2015,ID-2014-33134,Medium,OFF-ST-10003295,"Tenex Lockers, Blue",Southeast Asia,26783,Consumer,4/29/2015,Standard Class,National Capital,Storage,2015,0.45,1,-77.595,2,224.565,11.89
Technology,Manila,Philippines,FM-143801,Fred McMath,APAC,5/7/2015,IN-2014-48737,High,TEC-AC-10004081,"Logitech Keyboard, Bluetooth",Southeast Asia,30104,Consumer,5/9/2015,Second Class,National Capital,Accessories,2015,0.45,1,18.0375,5,199.2375,29.84
Furniture,Manila,Philippines,JW-152201,Jane Waco,APAC,5/8/2015,ID-2014-55338,Medium,FUR-BO-10001934,"Bush Library with Doors, Metal",Southeast Asia,26093,Corporate,5/14/2015,Standard Class,National Capital,Bookcases,2015,0.35,1,-392.892,4,945.828,57.02
Furniture,Manila,Philippines,JW-152201,Jane Waco,APAC,5/8/2015,ID-2014-55338,Medium,FUR-CH-10001147,"Hon Swivel Stool, Adjustable",Southeast Asia,26094,Corporate,5/14/2015,Standard Class,National Capital,Chairs,2015,0.25,1,-159.57,6,747.63,63.59
Technology,Manila,Philippines,CH-120701,Cathy Hwang,APAC,5/12/2015,IN-2014-69100,Medium,TEC-PH-10004221,"Samsung Speaker Phone, Cordless",Southeast Asia,28417,Home Office,5/16/2015,Standard Class,National Capital,Phones,2015,0.25,1,75.63,4,378.27,28.01
Office Supplies,Pasig,Philippines,JB-160451,Julia Barnett,APAC,5/13/2015,ID-2014-75183,Critical,OFF-LA-10000095,"Avery Round Labels, Laser Printer Compatible",Southeast Asia,26564,Home Office,5/16/2015,Second Class,National Capital,Labels,2015,0.45,1,-2.865,5,19.635,2.33
